,Status of existing checking account,Duration in month,Credit history,Purpose,Credit amount,Savings account/bonds,Present employment since,Installment rate in percentage of disposable income,Other debtors / guarantors,Present residence since,Property,Age,Other installment plans,Housing,Number of existing credits at this bank,Job,Number of people being liable to provide maintenance for,Telepthone,Foreign worker,Sex,Personal status,target,numeric_target,cat_target,score,descrete_score
839,no checking account,24,critical account/  other credits existing (not at this bank),radio/television,2611,... <  100 DM,.. >= 7 years,4,co-applicant,3,real estate,46,none,own,2,skilled employee / official,1,none,no,male,married/widowed,1,2692,1,1.0015059778292361,1
840,... < 0 DM,36,existing credits paid back duly till now,furniture/equipment,5179,... <  100 DM,4  <= ... < 7 years,4,none,2,building society savings agreement/ life insurance,29,none,own,1,skilled employee / official,1,none,no,male,single,0,5252,1,1.0056613555380758,1
841,no checking account,21,delay in paying off in the past,car (used),2993,... <  100 DM,1  <= ... < 4 years,3,none,2,real estate,28,stores,own,2,unskilled - resident,1,none,no,male,single,1,3051,1,0.9930655849455049,1
843,no checking account,24,all credits at this bank paid back duly,business,1559,... <  100 DM,4  <= ... < 7 years,4,none,4,"car or other, not in attribute 6",50,bank,own,1,skilled employee / official,1,"yes, registered under the customers name",no,male,single,1,1644,1,1.0402357775779516,1
844,no checking account,18,existing credits paid back duly till now,furniture/equipment,3422,... <  100 DM,.. >= 7 years,4,none,4,building society savings agreement/ life insurance,47,bank,own,3,skilled employee / official,2,"yes, registered under the customers name",no,male,single,1,3501,1,0.9958846914360899,1
845,0 <= ... < 200 DM,21,existing credits paid back duly till now,furniture/equipment,3976,unknown/ no savings account,4  <= ... < 7 years,2,none,3,"car or other, not in attribute 6",35,none,own,1,skilled employee / official,1,"yes, registered under the customers name",no,male,single,0,4039,1,1.008475089867232,1
846,no checking account,18,existing credits paid back duly till now,car (new),6761,unknown/ no savings account,1  <= ... < 4 years,2,none,4,"car or other, not in attribute 6",68,none,rent,2,skilled employee / official,1,none,no,male,single,1,6857,1,0.9817061646654097,1
847,no checking account,24,existing credits paid back duly till now,car (new),1249,... <  100 DM,... < 1 year,4,none,2,real estate,28,none,own,1,skilled employee / official,1,none,no,male,married/widowed,0,1309,0,0.004489721364943189,1
848,... < 0 DM,9,existing credits paid back duly till now,radio/television,1364,... <  100 DM,4  <= ... < 7 years,3,none,4,real estate,59,none,own,1,skilled employee / official,1,none,no,male,single,1,1442,0,-0.0047758781050578625,0
849,... < 0 DM,12,existing credits paid back duly till now,radio/television,709,... <  100 DM,.. >= 7 years,4,none,4,real estate,57,stores,own,1,unskilled - resident,1,none,no,male,single,1,789,0,0.0131194675224372,1
850,... < 0 DM,20,critical account/  other credits existing (not at this bank),car (new),2235,... <  100 DM,1  <= ... < 4 years,4,guarantor,2,building society savings agreement/ life insurance,33,bank,rent,2,skilled employee / official,1,none,yes,male,married/widowed,0,2297,1,1.0017331169743164,1
851,no checking account,24,critical account/  other credits existing (not at this bank),car (used),4042,unknown/ no savings account,4  <= ... < 7 years,3,none,4,building society savings agreement/ life insurance,43,none,own,2,skilled employee / official,1,"yes, registered under the customers name",no,male,single,1,4120,1,1.004472938282469,1
852,no checking account,15,critical account/  other credits existing (not at this bank),radio/television,1471,... <  100 DM,1  <= ... < 4 years,4,none,4,unknown / no property,35,none,for free,2,skilled employee / official,1,"yes, registered under the customers name",no,male,single,1,1533,1,1.0118135039143814,1
853,... < 0 DM,18,all credits at this bank paid back duly,car (new),1442,... <  100 DM,4  <= ... < 7 years,4,none,4,unknown / no property,32,none,for free,2,unskilled - resident,2,none,no,male,single,1,1505,1,0.6397724607797503,1
854,no checking account,36,delay in paying off in the past,car (new),10875,... <  100 DM,.. >= 7 years,2,none,2,"car or other, not in attribute 6",45,none,own,2,skilled employee / official,2,"yes, registered under the customers name",no,male,single,0,10964,1,1.0105865978089814,1
855,no checking account,24,existing credits paid back duly till now,car (new),1474,100 <= ... <  500 DM,... < 1 year,4,none,3,real estate,33,none,own,1,skilled employee / official,1,"yes, registered under the customers name",no,male,married/widowed,0,1540,1,1.002665814273604,1
857,no checking account,15,critical account/  other credits existing (not at this bank),furniture/equipment,3343,... <  100 DM,1  <= ... < 4 years,4,none,2,unknown / no property,28,none,for free,1,skilled employee / official,1,"yes, registered under the customers name",no,male,single,1,3395,1,1.0067062439557082,1
859,no checking account,9,existing credits paid back duly till now,car (new),3577,100 <= ... <  500 DM,1  <= ... < 4 years,1,guarantor,2,real estate,26,none,rent,1,skilled employee / official,2,none,yes,male,single,0,3618,1,1.0075476111271213,1
860,no checking account,24,critical account/  other credits existing (not at this bank),car (used),5804,.. >= 1000 DM,1  <= ... < 4 years,4,none,2,real estate,27,none,own,2,skilled employee / official,1,none,no,male,single,1,5865,1,1.0023838512854955,1
861,no checking account,18,delay in paying off in the past,business,2169,... <  100 DM,1  <= ... < 4 years,4,none,2,"car or other, not in attribute 6",28,none,own,1,skilled employee / official,1,"yes, registered under the customers name",no,male,married/widowed,1,2224,1,0.9935600013544146,1
863,no checking account,27,critical account/  other credits existing (not at this bank),furniture/equipment,4526,.. >= 1000 DM,... < 1 year,4,none,2,real estate,32,stores,own,2,unskilled - resident,2,"yes, registered under the customers name",no,male,single,1,4596,1,0.9914756643822248,1
864,no checking account,10,existing credits paid back duly till now,furniture/equipment,2210,... <  100 DM,1  <= ... < 4 years,2,none,2,real estate,25,bank,rent,1,unskilled - resident,1,none,no,male,single,0,2251,1,1.0010404992039128,1
867,no checking account,12,critical account/  other credits existing (not at this bank),furniture/equipment,3331,... <  100 DM,.. >= 7 years,2,none,4,building society savings agreement/ life insurance,42,stores,own,1,skilled employee / official,1,none,no,male,single,0,3393,1,1.0181773015199176,1
868,no checking account,36,existing credits paid back duly till now,business,7409,unknown/ no savings account,.. >= 7 years,3,none,2,building society savings agreement/ life insurance,37,none,own,2,skilled employee / official,1,none,no,male,single,0,7490,1,1.0078667237806715,1
871,>= 200 DM,6,critical account/  other credits existing (not at this bank),car (new),1343,... <  100 DM,.. >= 7 years,1,none,4,real estate,46,none,own,2,skilled employee / official,2,none,yes,male,single,1,1405,0,0.000857043316997208,1
872,... < 0 DM,24,critical account/  other credits existing (not at this bank),business,1382,100 <= ... <  500 DM,4  <= ... < 7 years,4,none,1,real estate,26,none,own,2,skilled employee / official,1,"yes, registered under the customers name",no,male,single,1,1441,0,0.0026286125780584646,1
874,... < 0 DM,12,existing credits paid back duly till now,furniture/equipment,3590,... <  100 DM,1  <= ... < 4 years,2,co-applicant,2,building society savings agreement/ life insurance,29,none,own,1,unskilled - resident,2,none,no,male,single,0,3638,1,0.9951401053463501,1
876,... < 0 DM,18,all credits at this bank paid back duly,radio/television,1940,... <  100 DM,... < 1 year,3,co-applicant,4,unknown / no property,36,bank,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",no,male,single,1,2004,1,1.020139375101388,1
877,no checking account,36,existing credits paid back duly till now,radio/television,3595,... <  100 DM,.. >= 7 years,4,none,2,"car or other, not in attribute 6",28,none,own,1,skilled employee / official,1,none,no,male,single,0,3667,1,1.0106050067556909,1
878,... < 0 DM,9,existing credits paid back duly till now,car (new),1422,... <  100 DM,... < 1 year,3,none,2,unknown / no property,27,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",no,male,single,0,1465,0,-0.00885929535446972,0
879,no checking account,30,critical account/  other credits existing (not at this bank),radio/television,6742,unknown/ no savings account,4  <= ... < 7 years,2,none,3,building society savings agreement/ life insurance,36,none,own,2,skilled employee / official,1,none,no,male,single,1,6817,1,1.0087667841850938,1
880,no checking account,24,existing credits paid back duly till now,car (used),7814,... <  100 DM,4  <= ... < 7 years,3,none,3,"car or other, not in attribute 6",38,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",no,male,single,0,7884,1,1.0077664045605566,1
881,no checking account,24,existing credits paid back duly till now,car (used),9277,unknown/ no savings account,1  <= ... < 4 years,2,none,4,unknown / no property,48,none,for free,1,skilled employee / official,1,"yes, registered under the customers name",no,male,divorced/separated,0,9357,1,0.9979532539138112,1
882,0 <= ... < 200 DM,30,critical account/  other credits existing (not at this bank),car (new),2181,unknown/ no savings account,.. >= 7 years,4,none,4,real estate,36,none,own,2,skilled employee / official,1,none,no,male,single,1,2259,1,1.015927855744161,1
884,0 <= ... < 200 DM,24,existing credits paid back duly till now,furniture/equipment,4057,... <  100 DM,4  <= ... < 7 years,3,none,3,"car or other, not in attribute 6",43,none,own,1,skilled employee / official,1,"yes, registered under the customers name",no,male,divorced/separated,1,4133,1,1.0002744552762282,1
886,0 <= ... < 200 DM,24,critical account/  other credits existing (not at this bank),business,2825,unknown/ no savings account,4  <= ... < 7 years,4,none,3,unknown / no property,34,none,own,2,skilled employee / official,2,"yes, registered under the customers name",no,male,single,1,2895,1,1.0089070691191533,1
887,0 <= ... < 200 DM,48,existing credits paid back duly till now,business,15672,... <  100 DM,1  <= ... < 4 years,2,none,2,"car or other, not in attribute 6",23,none,own,1,skilled employee / official,1,"yes, registered under the customers name",no,male,single,1,15750,1,1.000061583659514,1
888,no checking account,36,critical account/  other credits existing (not at this bank),car (new),6614,... <  100 DM,.. >= 7 years,4,none,4,"car or other, not in attribute 6",34,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",no,male,single,0,6695,1,1.0096461640194958,1
889,no checking account,28,all credits at this bank paid back duly,car (used),7824,unknown/ no savings account,... < 1 year,3,guarantor,4,real estate,40,bank,rent,2,skilled employee / official,2,"yes, registered under the customers name",no,male,single,1,7904,1,1.0133986755790467,1
890,... < 0 DM,27,critical account/  other credits existing (not at this bank),business,2442,... <  100 DM,.. >= 7 years,4,none,4,"car or other, not in attribute 6",43,stores,own,4,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",no,male,single,1,2527,1,0.9999133200791657,1
891,no checking account,15,critical account/  other credits existing (not at this bank),radio/television,1829,... <  100 DM,.. >= 7 years,4,none,4,"car or other, not in attribute 6",46,none,own,2,skilled employee / official,1,"yes, registered under the customers name",no,male,single,1,1902,1,1.00829358023026,1
892,... < 0 DM,12,critical account/  other credits existing (not at this bank),car (new),2171,... <  100 DM,1  <= ... < 4 years,4,none,4,building society savings agreement/ life insurance,38,bank,own,2,unskilled - resident,1,none,yes,male,single,0,2232,1,1.025162469603169,1
893,0 <= ... < 200 DM,36,critical account/  other credits existing (not at this bank),car (used),5800,... <  100 DM,1  <= ... < 4 years,3,none,4,"car or other, not in attribute 6",34,none,own,2,skilled employee / official,1,"yes, registered under the customers name",no,male,single,1,5881,1,1.0031444410444268,1
894,no checking account,18,critical account/  other credits existing (not at this bank),radio/television,1169,unknown/ no savings account,1  <= ... < 4 years,4,none,3,building society savings agreement/ life insurance,29,none,own,2,skilled employee / official,1,"yes, registered under the customers name",no,male,single,1,1227,0,-0.004232294578280893,0
895,no checking account,36,delay in paying off in the past,car (used),8947,unknown/ no savings account,4  <= ... < 7 years,3,none,2,"car or other, not in attribute 6",31,stores,own,1,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",no,male,single,0,9022,1,0.9972509160834839,1
